 film_id |            title            
     288 | ESCAPE METROPOLIS
     289 | EVE RESURRECTION
     293 | EXORCIST STING
     294 | EXPECATIONS NATURAL
     296 | EXPRESS LONELY
     297 | EXTRAORDINARY CONQUERER
     298 | EYES DRIVING
     300 | FALCON VOLUME
     302 | FANTASIA PARK
     304 | FARGO GANDHI
     305 | FATAL HAUNTED
     307 | FELLOWSHIP AUTUMN
     308 | FERRIS MOTHER
     310 | FEVER EMPIRE
     312 | FIDDLER LOST
     313 | FIDELITY DEVIL
     316 | FIRE WOLVES
     319 | FISH OPUS
     320 | FLAMINGOS CONNECTICUT
     321 | FLASH WARS
     322 | FLATLINERS KILLER
     323 | FLIGHT LIES
     324 | FLINTSTONES HAPPINESS
     325 | FLOATS GARDEN
     326 | FLYING HOOK
     327 | FOOL MOCKINGBIRD
     328 | FOREVER CANDIDATE
     330 | FORRESTER COMANCHEROS
     329 | FORREST SONS
     331 | FORWARD TEMPLE
     333 | FREAKY POCUS
     334 | FREDDY STORM
     336 | FRENCH HOLIDAY
     337 | FRIDA SLIPPER
     338 | FRISCO FORREST
     340 | FRONTIER CABIN
     342 | FUGITIVE MAGUIRE
     343 | FULL FLATLINERS
     346 | GALAXY SWEETHEARTS
     347 | GAMES BOWFINGER
     349 | GANGS PRIDE
     350 | GARDEN ISLAND
     351 | GASLIGHT CRUSADE
     353 | GENTLEMEN STAGE
     354 | GHOST GROUNDHOG
     356 | GIANT TROOPERS
     359 | GLADIATOR WESTWARD
     361 | GLEAMING JAWBREAKER
     362 | GLORY TRACY
     364 | GODFATHER DIARY
     365 | GOLD RIVER
     368 | GONE TROUBLE
     369 | GOODFELLAS SALUTE
     370 | GORGEOUS BINGO
     371 | GOSFORD DONNIE
     372 | GRACELAND DYNAMITE
     373 | GRADUATE LORD
     375 | GRAIL FRANKENSTEIN
     378 | GREATEST NORTH
     380 | GREEK EVERYONE
     381 | GRINCH MASSAGE
     384 | GROSSE WONDERFUL
     385 | GROUNDHOG UNCUT
     386 | GUMP DATE
     389 | GUNFIGHTER MUSSOLINI
     390 | GUYS FALCON
     391 | HALF OUTFIELD
     392 | HALL CASSIDY
     393 | HALLOWEEN NUTS
     394 | HAMLET WISDOM
     396 | HANGING DEEP
     397 | HANKY OCTOBER
     398 | HANOVER GALAXY
     399 | HAPPINESS UNITED
     400 | HARDLY ROBBERS
     403 | HARRY IDAHO
     405 | HAUNTED ANTITRUST
     408 | HEAD STRANGER
     409 | HEARTBREAKERS BRIGHT
     410 | HEAVEN FREEDOM
     411 | HEAVENLY GUN
     412 | HEAVYWEIGHTS BEAST
     413 | HEDWIG ALTER
     414 | HELLFIGHTERS SIERRA
     415 | HIGH ENCINO
     419 | HOCUS FRIDA
     420 | HOLES BRANNIGAN
     421 | HOLIDAY GAMES
     422 | HOLLOW JEOPARDY
     426 | HOME PITY
     428 | HOMICIDE PEACH
     431 | HOOSIERS BIRDCAGE
     432 | HOPE TOOTSIE
     433 | HORN WORKING
     435 | HOTEL HAPPINESS
     437 | HOUSE DYNAMITE
     438 | HUMAN GRAFFITI
     439 | HUNCHBACK IMPOSSIBLE
     441 | HUNTER ALTER
     442 | HUNTING MUSKETEERS
     443 | HURRICANE AFFAIR
     444 | HUSTLER PARTY
     445 | HYDE DOCTOR
     446 | HYSTERICAL GRAIL
     447 | ICE CROSSING
     448 | IDAHO LOVE
     449 | IDENTITY LOVER
     450 | IDOLS SNATCHERS
     451 | IGBY MAKER
     453 | IMAGE PRINCESS
     455 | IMPOSSIBLE PREJUDICE
     456 | INCH JET
     459 | INFORMER DOUBLE
     460 | INNOCENT USUAL
     462 | INSIDER ARIZONA
     463 | INSTINCT AIRPORT
     464 | INTENTIONS EMPIRE
     465 | INTERVIEW LIAISONS
     466 | INTOLERABLE INTENTIONS
     468 | INVASION CYCLONE
     469 | IRON MOON
     470 | ISHTAR ROCKETEER
     471 | ISLAND EXORCIST
     472 | ITALIAN AFRICAN
     473 | JACKET FRISCO
     474 | JADE BUNCH
     476 | JASON TRAP
     478 | JAWS HARRY
     480 | JEEPERS WEDDING
     481 | JEKYLL FROGMEN
     483 | JERICHO MULAN
     484 | JERK PAYCHECK
     485 | JERSEY SASSY
     486 | JET NEIGHBORS
     487 | JINGLE SAGEBRUSH
     490 | JUMANJI BLADE
     495 | KENTUCKIAN GIANT
     498 | KILLER INNOCENT
     499 | KING EVOLUTION
     500 | KISS GLORY
     501 | KISSING DOLLS
     502 | KNOCK WARLOCK
     503 | KRAMER CHOCOLATE
     505 | LABYRINTH LEAGUE
     506 | LADY STAGE
     508 | LAMBS CINCINATTI
     510 | LAWLESS VISION
     512 | LEAGUE HELLFIGHTERS
     513 | LEATHERNECKS DWARFS
     514 | LEBOWSKI SOLDIERS
     515 | LEGALLY SECRETARY
     518 | LIAISONS SWEET
     519 | LIBERTY MAGNIFICENT
     520 | LICENSE WEEKEND
     521 | LIES TREATMENT
     522 | LIFE TWISTED
     526 | LOCK REAR
     527 | LOLA AGENT
     528 | LOLITA WORLD
     529 | LONELY ELEPHANT
     530 | LORD ARIZONA
     532 | LOSER HUSTLER
     533 | LOST BIRD
     536 | LOVELY JINGLE
     537 | LOVER TRUMAN
     539 | LUCK OPUS
     540 | LUCKY FLYING
     541 | LUKE MUMMY
     542 | LUST LOCK
     543 | MADIGAN DORADO
     544 | MADISON TRAP
     546 | MADRE GABLES
     548 | MAGNIFICENT CHITTY
     550 | MAGUIRE APACHE
     551 | MAIDEN HOME
     554 | MALKOVICH PET
     556 | MALTESE HOPE
     557 | MANCHURIAN CURTAIN
     558 | MANNEQUIN WORST
     559 | MARRIED GO
     561 | MASK PEACH
     563 | MASSACRE USUAL
     564 | MASSAGE IMAGE
     565 | MATRIX SNOWMAN
     567 | MEET CHOCOLATE
     568 | MEMENTO ZOOLANDER
     569 | MENAGERIE RUSHMORE
     570 | MERMAID INSECTS
     571 | METAL ARMAGEDDON
     572 | METROPOLIS COMA
     573 | MICROCOSMOS PARADISE
     575 | MIDSUMMER GROUNDHOG
     576 | MIGHTY LUCK
     578 | MILLION ACE
     579 | MINDS TRUMAN
     580 | MINE TITANS
     582 | MIRACLE VIRTUAL
     583 | MISSION ZOOLANDER
     584 | MIXED DOORS
     588 | MODEL FISH
     587 | MOD SECRETARY
     590 | MONEY HAROLD
     591 | MONSOON CAUSE
     592 | MONSTER SPARTACUS
     596 | MOONSHINE CABIN
     597 | MOONWALKER FOOL
     603 | MOVIE SHAKESPEARE
     605 | MULHOLLAND BEAST
     607 | MUPPET MILE
     608 | MURDER ANTITRUST
     609 | MUSCLE BRIGHT
     611 | MUSKETEERS WAIT
     612 | MUSSOLINI SPOILERS
     614 | NAME DETECTIVE
     615 | NASH CHOCOLAT
     616 | NATIONAL STORY
     620 | NEMO CAMPUS
     621 | NETWORK PEAK
     624 | NIGHTMARE CHILL
     626 | NOON PAPI
     627 | NORTH TEQUILA
     628 | NORTHWEST POLISH
     632 | NUTS TIES
     633 | OCTOBER SUBMARINE
     637 | OPEN AFRICAN
     638 | OPERATION OPERATION
     639 | OPPOSITE NECKLACE
     640 | OPUS ICE
     642 | ORDER BETRAYED
     643 | ORIENT CLOSER
     644 | OSCAR GOLD
     645 | OTHERS SOUP
     648 | OUTLAW HANKY
     649 | OZ LIAISONS
     653 | PANIC CLUB
     654 | PANKY SUBMARINE
     655 | PANTHER REDS
     657 | PARADISE SABRINA
     658 | PARIS WEEKEND
     659 | PARK CITIZEN
     660 | PARTY KNOCK
     661 | PAST SUICIDES
     662 | PATHS CONTROL
     664 | PATRIOT ROMAN
     665 | PATTON INTERVIEW
     666 | PAYCHECK WAIT
     667 | PEACH INNOCENT
     668 | PEAK FOREVER
     669 | PEARL DESTINY
     670 | PELICAN COMFORTS
     671 | PERDITION FARGO
     672 | PERFECT GROOVE
     675 | PHANTOM GLORY
     676 | PHILADELPHIA WIFE
     678 | PICKUP DRIVING
     679 | PILOT HOOSIERS
     680 | PINOCCHIO SIMON
     682 | PITTSBURGH HUNCHBACK
     683 | PITY BOUND
     684 | PIZZA JUMANJI
     685 | PLATOON INSTINCT
     686 | PLUTO OLEANDER
     689 | POLLOCK DELIVERANCE
     690 | POND SEATTLE
     691 | POSEIDON FOREVER
     692 | POTLUCK MIXED
     693 | POTTER CONNECTICUT
     694 | PREJUDICE OLEANDER
     695 | PRESIDENT BANG
     698 | PRINCESS GIANT
     699 | PRIVATE DROP
     700 | PRIX UNDEFEATED
     701 | PSYCHO SHRUNK
     702 | PULP BEVERLY
     703 | PUNK DIVORCE
     704 | PURE RUNNER
     705 | PURPLE MOVIE
     706 | QUEEN LUKE
     707 | QUEST MUSSOLINI
     708 | QUILLS BULL
     709 | RACER EGG
     710 | RAGE GAMES
     711 | RAGING AIRPLANE
     713 | RAINBOW SHOCK
     714 | RANDOM GO
     715 | RANGE MOONWALKER
     716 | REAP UNFAITHFUL
     719 | RECORDS ZORRO
     720 | REDEMPTION COMFORTS
     721 | REDS POCUS
     723 | REIGN GENTLEMEN
     724 | REMEMBER DIARY
     725 | REQUIEM TYCOON
     726 | RESERVOIR ADAPTATION
     729 | RIDER CADDYSHACK
     731 | RIGHT CRANES
     734 | ROAD ROXANNE
     735 | ROBBERS JOON
     739 | ROCKY WAR
     740 | ROLLERCOASTER BRINGING
     745 | ROSES TREASURE
     749 | RULES HUMAN
     754 | RUSHMORE MERMAID
     755 | SABRINA MIDNIGHT
     756 | SADDLE ANTITRUST
     757 | SAGEBRUSH CLUELESS
     758 | SAINTS BRIDE
     759 | SALUTE APOLLO
     760 | SAMURAI LION
     761 | SANTA PARIS
     763 | SATISFACTION CONFIDENTIAL
     764 | SATURDAY LAMBS
     765 | SATURN NAME
     767 | SCALAWAG DUCK
     768 | SCARFACE BANG
     769 | SCHOOL JACKET
     770 | SCISSORHANDS SLUMS
     771 | SCORPION APOLLO
     773 | SEABISCUIT PUNK
     774 | SEARCHERS WAIT
     775 | SEATTLE EXPECATIONS
     772 | SEA VIRGIN
     777 | SECRETARY ROUGE
     776 | SECRET GROUNDHOG
     778 | SECRETS PARADISE
     779 | SENSE GREEK
     780 | SENSIBILITY REAR
     781 | SEVEN SWARM
     782 | SHAKESPEARE SADDLE
     783 | SHANE DARKNESS
     784 | SHANGHAI TYCOON
     785 | SHAWSHANK BUBBLE
     788 | SHIP WONDERLAND
     789 | SHOCK CABIN
     791 | SHOW LORD
     792 | SHREK LICENSE
     793 | SHRUNK DIVINE
     798 | SILVERADO GOLDFINGER
     800 | SINNERS ATLANTIS
     801 | SISTER FREDDY
     802 | SKY MIRACLE
     803 | SLACKER LIAISONS
     804 | SLEEPING SUSPECTS
     805 | SLEEPLESS MONSOON
     806 | SLEEPY JAPANESE
     811 | SMILE EARRING
     815 | SNATCHERS MONTEZUMA
     814 | SNATCH SLIPPER
     817 | SOLDIERS EVOLUTION
     818 | SOMETHING DUCK
     820 | SONS INTERVIEW
     823 | SOUTH WAIT
     824 | SPARTACUS CHEAPER
     825 | SPEAKEASY DATE
     826 | SPEED SUIT
     827 | SPICE SORORITY
     828 | SPIKING ELEMENT
     829 | SPINAL ROCKY
     835 | SPY MILE
     836 | SQUAD FISH
     838 | STAGECOACH ARMAGEDDON
     837 | STAGE WORLD
     841 | STAR OPERATION
     842 | STATE WASTELAND
     843 | STEEL SANTA
     844 | STEERS ARMAGEDDON
     845 | STEPMOM DREAM
     846 | STING PERSONAL
     847 | STOCK GLASS
     854 | STRANGERS GRAFFITI
     853 | STRANGER STRANGERS
     856 | STREETCAR INTENTIONS
     857 | STRICTLY SCARFACE
     858 | SUBMARINE BED
     859 | SUGAR WONKA
     860 | SUICIDES SILENCE
     861 | SUIT WALLS
     865 | SUNRISE LEAGUE
     867 | SUPER WYOMING
     869 | SUSPECTS QUILLS
     871 | SWEDEN SHINING
     872 | SWEET BROTHERHOOD
     874 | TADPOLE PARK
     876 | TARZAN VIDEOTAPE
     878 | TEEN APOLLO
     879 | TELEGRAPH VOYAGE
     880 | TELEMARK HEARTBREAKERS
     881 | TEMPLE ATTRACTION
     883 | TEQUILA PAST
     884 | TERMINATOR CLUB
     887 | THIEF PELICAN
     888 | THIN SAGEBRUSH
     889 | TIES HUNGER
     892 | TITANIC BOONDOCK
     893 | TITANS JERK
     895 | TOMORROW HUSTLER
     897 | TORQUE BOUND
     898 | TOURIST PELICAN
     900 | TOWN ARK
     902 | TRADING PINOCCHIO
     903 | TRAFFIC HOBBIT
     904 | TRAIN BUNCH
     905 | TRAINSPOTTING STRANGERS
     908 | TRAP GUYS
     911 | TRIP NEWTON
     912 | TROJAN TOMORROW
     914 | TROUBLE DATE
     915 | TRUMAN CRAZY
     916 | TURN STAR
     917 | TUXEDO MILE
     918 | TWISTED PIRATES
     919 | TYCOON GATHERING
     921 | UNCUT SUICIDES
     922 | UNDEFEATED DALMATIONS
     923 | UNFAITHFUL KILL
     926 | UNTOUCHABLES SUNRISE
     927 | UPRISING UPTOWN
     928 | UPTOWN YOUNG
     929 | USUAL UNTOUCHABLES
     930 | VACATION BOONDOCK
     933 | VAMPIRE WHALE
     934 | VANILLA DAY
     936 | VANISHING ROCKY
     937 | VARSITY TRIP
     938 | VELVET TERMINATOR
     939 | VERTIGO NORTHWEST
     941 | VIDEOTAPE ARSENIC
     943 | VILLAIN DESPERATE
     944 | VIRGIN DAISY
     946 | VIRTUAL SPOILERS
     950 | VOLUME HOUSE
     952 | WAGON JAWS
     954 | WAKE JAWS
     955 | WALLS ARTIST
     956 | WANDA CHAMBER
     958 | WARDROBE PHANTOM
     959 | WARLOCK WEREWOLF
     957 | WAR NOTTING
     960 | WARS PLUTO
     961 | WASH HEAVENLY
     962 | WASTELAND DIVINE
     964 | WATERFRONT DELIVERANCE
     967 | WEEKEND PERSONAL
     968 | WEREWOLF LOLA
     969 | WEST LION
     971 | WHALE BIKINI
     972 | WHISPERER GIANT
     973 | WIFE TURN
     975 | WILLOW TRACY
     977 | WINDOW SIDE
     979 | WITCHES PANIC
     980 | WIZARD COLDBLOODED
     983 | WON DARES
     984 | WONDERFUL DROP
     985 | WONDERLAND CHRISTMAS
     986 | WONKA SEA
     987 | WORDS HUNTER
     988 | WORKER TARZAN
     989 | WORKING MICROCOSMOS
     991 | WORST BANGER
     993 | WRONG BEHAVIOR
     994 | WYOMING STORM
     995 | YENTL IDAHO
     999 | ZOOLANDER FICTION
    1000 | ZORRO ARK
(659 rows)

