 film_id |            title            
     659 | PARK CITIZEN
     661 | PAST SUICIDES
     663 | PATIENT SISTER
     666 | PAYCHECK WAIT
     667 | PEACH INNOCENT
     669 | PEARL DESTINY
     671 | PERDITION FARGO
     672 | PERFECT GROOVE
     673 | PERSONAL LADYBUGS
     675 | PHANTOM GLORY
     676 | PHILADELPHIA WIFE
     677 | PIANIST OUTFIELD
     682 | PITTSBURGH HUNCHBACK
     683 | PITY BOUND
     684 | PIZZA JUMANJI
     685 | PLATOON INSTINCT
     687 | POCUS PULP
     690 | POND SEATTLE
     691 | POSEIDON FOREVER
     694 | PREJUDICE OLEANDER
     696 | PRIDE ALAMO
     698 | PRINCESS GIANT
     701 | PSYCHO SHRUNK
     704 | PURE RUNNER
     709 | RACER EGG
     712 | RAIDERS ANTITRUST
     714 | RANDOM GO
     716 | REAP UNFAITHFUL
     717 | REAR TRADING
     720 | REDEMPTION COMFORTS
     721 | REDS POCUS
     722 | REEF SALUTE
     723 | REIGN GENTLEMEN
     726 | RESERVOIR ADAPTATION
     730 | RIDGEMONT SUBMARINE
     731 | RIGHT CRANES
     733 | RIVER OUTLAW
     735 | ROBBERS JOON
     738 | ROCKETEER MOTHER
     739 | ROCKY WAR
     740 | ROLLERCOASTER BRINGING
     741 | ROMAN PUNK
     744 | ROOTS REMEMBER
     745 | ROSES TREASURE
     746 | ROUGE SQUAD
     748 | RUGRATS SHAKESPEARE
     751 | RUNAWAY TENENBAUMS
     752 | RUNNER MADIGAN
     754 | RUSHMORE MERMAID
     756 | SADDLE ANTITRUST
     766 | SAVANNAH TOWN
     767 | SCALAWAG DUCK
     768 | SCARFACE BANG
     769 | SCHOOL JACKET
     771 | SCORPION APOLLO
     773 | SEABISCUIT PUNK
     774 | SEARCHERS WAIT
     775 | SEATTLE EXPECATIONS
     782 | SHAKESPEARE SADDLE
     789 | SHOCK CABIN
     790 | SHOOTIST SUPERFLY
     791 | SHOW LORD
     792 | SHREK LICENSE
     796 | SIERRA DIVIDE
     799 | SIMON NORTH
     800 | SINNERS ATLANTIS
     801 | SISTER FREDDY
     804 | SLEEPING SUSPECTS
     807 | SLEUTH ORIENT
     809 | SLIPPER FIDELITY
     812 | SMOKING BARBARELLA
     815 | SNATCHERS MONTEZUMA
     818 | SOMETHING DUCK
     819 | SONG HEDWIG
     820 | SONS INTERVIEW
     821 | SORORITY QUEEN
     824 | SPARTACUS CHEAPER
     825 | SPEAKEASY DATE
     826 | SPEED SUIT
     827 | SPICE SORORITY
     829 | SPINAL ROCKY
     831 | SPIRITED CASUALTIES
     835 | SPY MILE
     839 | STALLION SUNDANCE
     842 | STATE WASTELAND
     843 | STEEL SANTA
     845 | STEPMOM DREAM
     846 | STING PERSONAL
     849 | STORM HAPPINESS
     852 | STRANGELOVE DESIRE
     855 | STREAK RIDGEMONT
     857 | STRICTLY SCARFACE
     864 | SUNDANCE INVASION
     865 | SUNRISE LEAGUE
     866 | SUNSET RACER
     870 | SWARM GOLD
     876 | TARZAN VIDEOTAPE
     877 | TAXI KICK
     880 | TELEMARK HEARTBREAKERS
     882 | TENENBAUMS COMMAND
     885 | TEXAS WATCH
     886 | THEORY MERMAID
     887 | THIEF PELICAN
     888 | THIN SAGEBRUSH
     898 | TOURIST PELICAN
     899 | TOWERS HURRICANE
     905 | TRAINSPOTTING STRANGERS
     907 | TRANSLATION SUMMER
     909 | TREASURE COMMAND
     911 | TRIP NEWTON
     921 | UNCUT SUICIDES
     922 | UNDEFEATED DALMATIONS
     926 | UNTOUCHABLES SUNRISE
     927 | UPRISING UPTOWN
     929 | USUAL UNTOUCHABLES
     931 | VALENTINE VANISHING
     933 | VAMPIRE WHALE
     934 | VANILLA DAY
     936 | VANISHING ROCKY
     937 | VARSITY TRIP
     940 | VICTORY ACADEMY
     941 | VIDEOTAPE ARSENIC
     942 | VIETNAM SMOOCHY
     943 | VILLAIN DESPERATE
     944 | VIRGIN DAISY
     946 | VIRTUAL SPOILERS
     947 | VISION TORQUE
     948 | VOICE PEACH
     949 | VOLCANO TEXAS
     951 | VOYAGE LEGALLY
     953 | WAIT CIDER
     956 | WANDA CHAMBER
     970 | WESTWARD SEABISCUIT
     971 | WHALE BIKINI
     972 | WHISPERER GIANT
     973 | WIFE TURN
     979 | WITCHES PANIC
     981 | WOLVES DESIRE
     984 | WONDERFUL DROP
     986 | WONKA SEA
     990 | WORLD LEATHERNECKS
     992 | WRATH MILE
     993 | WRONG BEHAVIOR
     994 | WYOMING STORM
     997 | YOUTH KICK
     998 | ZHIVAGO CORE
    1000 | ZORRO ARK
(433 rows)

